condition,metric,n,mean,std
tasks=6;facts=3;coeff_add,final_drift_kl,10,7.3791724205,1.2396398712
tasks=6;facts=3;coeff_add,paraphrase_consistency,10,0,0
tasks=6;facts=3;controller,final_acc_avg,10,0.294444448253,0.0457373681602
tasks=6;facts=3;controller,final_acc_A,10,0.233333340287,0.224982859275
tasks=6;facts=3;controller,final_acc_B,10,0.10000000298,0.161015301979
tasks=6;facts=3;controller,final_acc_C,10,0.0666666686535,0.140545677974
tasks=6;facts=3;controller,final_acc_D,10,0.166666671634,0.175682097467
tasks=6;facts=3;controller,final_acc_E,10,0.20000000596,0.233068639873
tasks=6;facts=3;controller,final_acc_F,10,1,0
tasks=6;facts=3;controller,average_retention,10,0.153333337903,0.0548848417923
tasks=6;facts=3;controller,return_to_base_gap,10,0.0666666686535,0.140545677974
tasks=6;facts=3;controller,collateral,10,0.233333334327,0.0785674224733
tasks=6;facts=3;controller,order_sensitivity,10,0.377777779102,0.0819849788181
tasks=6;facts=3;controller,final_drift_kl,10,5.78564333916,1.41728525107
tasks=6;facts=3;controller,paraphrase_consistency,10,0,0
tasks=6;facts=3;controller_routed,final_acc_avg,10,0.961111112436,0.0457373658139
tasks=6;facts=3;controller_routed,final_acc_A,10,1,0
tasks=6;facts=3;controller_routed,final_acc_B,10,0.933333334327,0.210818507536
tasks=6;facts=3;controller_routed,final_acc_C,10,1,0
tasks=6;facts=3;controller_routed,final_acc_D,10,1,0
tasks=6;facts=3;controller_routed,final_acc_E,10,0.966666668653,0.105409249056
tasks=6;facts=3;controller_routed,final_acc_F,10,0.866666671634,0.233068626612
tasks=6;facts=3;independent,final_acc_avg,10,1,0
tasks=6;facts=3;independent,final_acc_A,10,1,0
tasks=6;facts=3;independent,final_acc_B,10,1,0
tasks=6;facts=3;independent,final_acc_C,10,1,0
tasks=6;facts=3;independent,final_acc_D,10,1,0
tasks=6;facts=3;independent,final_acc_E,10,1,0
tasks=6;facts=3;independent,final_acc_F,10,1,0
tasks=6;facts=3;independent,final_drift_kl,10,5.02989735603,0.744508520889
tasks=6;facts=3;naive_stack,final_acc_avg,10,0.51111111939,0.0936971172749
tasks=6;facts=3;naive_stack,final_acc_A,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,final_acc_B,10,0.400000011921,0.140545677974
tasks=6;facts=3;naive_stack,final_acc_C,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,final_acc_D,10,0.433333346248,0.224982859275
tasks=6;facts=3;naive_stack,final_acc_E,10,0.766666677594,0.224982845538
tasks=6;facts=3;naive_stack,final_acc_F,10,1,0
tasks=6;facts=3;naive_stack,average_retention,10,0.413333343267,0.11243654073
tasks=6;facts=3;naive_stack,return_to_base_gap,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,collateral,10,0.153333336115,0.0834443707864
tasks=6;facts=3;naive_stack,order_sensitivity,10,0.516666669647,0.0946077043663
tasks=6;facts=3;naive_stack,final_drift_kl,10,14.6210843086,3.95078068094
tasks=6;facts=3;naive_stack,paraphrase_consistency,10,0,0
